timestamp_iso,elapsed_s,temperature_c,humidity_pct
2026-05-11T11:34:55.891,0.622,26.200300,31.2625
2026-05-11T11:34:57.415,2.145,26.210300,31.2616
2026-05-11T11:34:58.948,3.679,26.221700,31.2530
2026-05-11T11:35:00.472,5.203,26.229700,31.2601
2026-05-11T11:35:02.003,6.733,26.223000,31.2692
2026-05-11T11:35:03.521,8.254,26.223000,31.2702
2026-05-11T11:35:05.041,9.775,26.239700,31.2621
2026-05-11T11:35:06.569,11.300,26.244400,31.2621
2026-05-11T11:35:08.089,12.820,26.235000,31.2535
2026-05-11T11:35:09.619,14.353,26.241000,31.2702
2026-05-11T11:35:11.136,15.870,26.253700,31.2668
2026-05-11T11:35:12.661,17.394,26.258400,31.2435
2026-05-11T11:35:14.181,18.914,26.269100,31.2611
2026-05-11T11:35:15.703,20.435,26.276400,31.2501
2026-05-11T11:35:17.229,21.963,26.278400,31.2501
2026-05-11T11:35:18.751,23.484,26.264400,31.2482
2026-05-11T11:35:20.282,25.012,26.280400,31.2353
2026-05-11T11:35:21.807,26.541,26.289800,31.2430
2026-05-11T11:35:23.325,28.058,26.283100,31.2315
2026-05-11T11:35:24.844,29.578,26.287800,31.2234
2026-05-11T11:35:26.373,31.104,26.295100,31.2291
2026-05-11T11:35:27.895,32.626,26.298500,31.2258
2026-05-11T11:35:29.420,34.153,26.301100,31.2325
2026-05-11T11:35:30.949,35.681,26.301800,31.2382
2026-05-11T11:35:32.481,37.212,26.317100,31.2458
2026-05-11T11:35:34.009,38.741,26.317800,31.2382
2026-05-11T11:35:35.537,40.268,26.317800,31.2392
2026-05-11T11:35:37.073,41.803,26.327200,31.2501
2026-05-11T11:35:38.593,43.326,26.311100,31.2454
2026-05-11T11:35:40.123,44.855,26.317800,31.2382
2026-05-11T11:35:41.651,46.385,26.328500,31.2530
2026-05-11T11:35:43.172,47.903,26.316500,31.2773
2026-05-11T11:35:44.698,49.429,26.313100,31.2663
2026-05-11T11:35:46.217,50.951,26.316500,31.2911
2026-05-11T11:35:47.746,52.476,26.310500,31.3174
2026-05-11T11:35:49.272,54.002,26.298500,31.3622
2026-05-11T11:35:50.806,55.537,26.284400,31.3713
2026-05-11T11:35:52.336,57.067,26.282400,31.3841
2026-05-11T11:35:53.865,58.597,26.280400,31.4337
2026-05-11T11:35:55.389,60.123,26.276400,31.4294
2026-05-11T11:35:56.902,61.636,26.284400,31.4523
2026-05-11T11:35:58.416,63.149,26.273700,31.4680
2026-05-11T11:35:59.933,64.667,26.285100,31.4523
2026-05-11T11:36:01.453,66.185,26.281800,31.4557
2026-05-11T11:36:02.976,67.710,26.279800,31.4638
2026-05-11T11:36:04.491,69.224,26.282400,31.4785
2026-05-11T11:36:06.023,70.755,26.268400,31.4609
2026-05-11T11:36:07.547,72.279,26.271700,31.4576
2026-05-11T11:36:09.070,73.804,26.264400,31.4833
2026-05-11T11:36:10.594,75.326,26.261700,31.4585
2026-05-11T11:36:12.122,76.855,26.270400,31.4914
2026-05-11T11:36:13.656,78.387,26.257700,31.4990
2026-05-11T11:36:15.182,79.913,26.267100,31.4843
2026-05-11T11:36:16.714,81.445,26.259100,31.4871
2026-05-11T11:36:18.247,82.979,26.237700,31.4723
2026-05-11T11:36:19.774,84.505,26.225000,31.4704
2026-05-11T11:36:21.293,86.025,26.220300,31.4838
2026-05-11T11:36:22.824,87.555,26.223700,31.4638
2026-05-11T11:36:24.355,89.086,26.217000,31.4590
2026-05-11T11:36:25.888,90.620,26.216300,31.4599
2026-05-11T11:36:27.413,92.145,26.211700,31.4599
2026-05-11T11:36:28.945,93.677,26.215000,31.4337
2026-05-11T11:36:30.478,95.208,26.213700,31.4328
2026-05-11T11:36:32.008,96.740,26.216300,31.4399
2026-05-11T11:36:33.538,98.269,26.219000,31.4232
2026-05-11T11:36:35.071,99.803,26.223700,31.4242
2026-05-11T11:36:36.598,101.331,26.247000,31.4199
2026-05-11T11:36:38.132,102.864,26.232400,31.4094
2026-05-11T11:36:39.660,104.392,26.239700,31.4075
2026-05-11T11:36:41.188,105.921,26.241700,31.4127
2026-05-11T11:36:42.721,107.454,26.245000,31.4113
2026-05-11T11:36:44.247,108.980,26.255700,31.4027
2026-05-11T11:36:45.768,110.500,26.260400,31.3913
2026-05-11T11:36:47.297,112.028,26.263700,31.3922
2026-05-11T11:36:48.822,113.553,26.267100,31.3846
2026-05-11T11:36:50.342,115.075,26.284400,31.3870
2026-05-11T11:36:51.875,116.606,26.279100,31.3608
2026-05-11T11:36:53.405,118.136,26.285800,31.3603
2026-05-11T11:36:54.932,119.662,26.293100,31.3608
2026-05-11T11:36:56.464,121.197,26.281800,31.3579
2026-05-11T11:36:57.993,122.722,26.269100,31.3465
2026-05-11T11:36:59.526,124.257,26.275800,31.3431
2026-05-11T11:37:01.045,125.776,26.279100,31.3369
2026-05-11T11:37:02.571,127.302,26.278400,31.3393
2026-05-11T11:37:04.099,128.832,26.272400,31.3136
2026-05-11T11:37:05.628,130.361,26.247000,31.3150
2026-05-11T11:37:07.144,131.878,26.257100,31.3264
2026-05-11T11:37:08.674,133.406,26.275100,31.3155
