timestamp_iso,elapsed_s,temperature_c,humidity_pct
2026-05-13T07:22:37.508,0.331,21.835900,
2026-05-13T07:22:38.777,1.601,21.835900,
2026-05-13T07:22:40.042,2.866,21.843800,
2026-05-13T07:22:41.305,4.129,21.851600,
2026-05-13T07:22:42.594,5.418,21.859400,
2026-05-13T07:22:43.871,6.697,21.859400,
2026-05-13T07:22:45.131,7.956,21.867200,
2026-05-13T07:22:46.406,9.231,21.867200,
2026-05-13T07:22:47.670,10.495,21.875000,
2026-05-13T07:22:49.013,11.839,21.882800,
2026-05-13T07:22:50.285,13.111,21.882800,
2026-05-13T07:22:51.547,14.372,21.882800,
2026-05-13T07:22:52.818,15.642,21.898400,
2026-05-13T07:22:54.075,16.901,21.890600,
2026-05-13T07:22:55.344,18.169,21.906200,
2026-05-13T07:22:56.607,19.431,21.906200,
2026-05-13T07:22:57.879,20.704,21.914100,
2026-05-13T07:22:59.145,21.970,21.914100,
2026-05-13T07:23:00.408,23.232,21.914100,
2026-05-13T07:23:01.677,24.501,21.929700,
2026-05-13T07:23:02.947,25.771,21.937500,
2026-05-13T07:23:04.219,27.045,21.937500,
2026-05-13T07:23:05.484,28.309,21.945300,
2026-05-13T07:23:06.744,29.570,21.945300,
2026-05-13T07:23:08.009,30.835,21.960900,
2026-05-13T07:23:09.271,32.097,21.960900,
2026-05-13T07:23:10.542,33.366,21.968800,
2026-05-13T07:23:11.805,34.631,21.976600,
2026-05-13T07:23:13.065,35.891,21.976600,
2026-05-13T07:23:14.323,37.149,21.984400,
2026-05-13T07:23:15.586,38.410,21.984400,
2026-05-13T07:23:16.849,39.674,22.000000,
2026-05-13T07:23:18.117,40.942,22.000000,
2026-05-13T07:23:19.382,42.207,22.007800,
2026-05-13T07:23:20.645,43.468,22.015600,
2026-05-13T07:23:21.903,44.729,22.007800,
2026-05-13T07:23:23.166,45.990,22.015600,
2026-05-13T07:23:24.428,47.253,22.023400,
2026-05-13T07:23:25.693,48.519,22.031200,
2026-05-13T07:23:26.966,49.790,22.039100,
2026-05-13T07:23:28.228,51.053,22.039100,
2026-05-13T07:23:29.488,52.314,22.046900,
2026-05-13T07:23:30.758,53.583,22.054700,
2026-05-13T07:23:32.021,54.848,22.062500,
2026-05-13T07:23:33.286,56.110,22.062500,
2026-05-13T07:23:34.550,57.376,22.062500,
2026-05-13T07:23:35.817,58.641,22.078100,
2026-05-13T07:23:37.087,59.913,22.078100,
2026-05-13T07:23:38.355,61.179,22.085900,
2026-05-13T07:23:39.619,62.443,22.101600,
2026-05-13T07:23:40.880,63.706,22.093800,
2026-05-13T07:23:42.147,64.971,22.101600,
2026-05-13T07:23:43.416,66.242,22.101600,
2026-05-13T07:23:44.686,67.511,22.117200,
2026-05-13T07:23:45.961,68.785,22.117200,
2026-05-13T07:23:47.225,70.051,22.125000,
2026-05-13T07:23:48.486,71.312,22.132800,
2026-05-13T07:23:49.749,72.575,22.132800,
2026-05-13T07:23:51.007,73.833,22.148400,
2026-05-13T07:23:52.276,75.102,22.148400,
2026-05-13T07:23:53.537,76.361,22.148400,
2026-05-13T07:23:54.807,77.631,22.156200,
2026-05-13T07:23:56.076,78.902,22.164100,
2026-05-13T07:23:57.336,80.161,22.171900,
2026-05-13T07:23:58.597,81.423,22.171900,
2026-05-13T07:23:59.864,82.689,22.187500,
2026-05-13T07:24:01.127,83.952,22.179700,
2026-05-13T07:24:02.391,85.215,22.179700,
2026-05-13T07:24:03.657,86.482,22.195300,
2026-05-13T07:24:04.921,87.747,22.195300,
2026-05-13T07:24:06.186,89.011,22.203100,
2026-05-13T07:24:07.449,90.274,22.203100,
2026-05-13T07:24:08.717,91.541,22.210900,
2026-05-13T07:24:09.985,92.811,22.210900,
2026-05-13T07:24:11.255,94.079,22.210900,
2026-05-13T07:24:12.515,95.340,22.226600,
2026-05-13T07:24:13.781,96.605,22.234400,
2026-05-13T07:24:15.041,97.867,22.242200,
2026-05-13T07:24:16.311,99.137,22.250000,
2026-05-13T07:24:17.573,100.397,22.257800,
2026-05-13T07:24:18.843,101.668,22.265600,
2026-05-13T07:24:20.107,102.932,22.265600,
2026-05-13T07:24:21.379,104.203,22.273400,
2026-05-13T07:24:22.645,105.470,22.281200,
2026-05-13T07:24:23.907,106.731,22.281200,
2026-05-13T07:24:25.181,108.005,22.289100,
2026-05-13T07:24:26.442,109.267,22.296900,
2026-05-13T07:24:27.714,110.538,22.304700,
2026-05-13T07:24:28.986,111.811,22.304700,
2026-05-13T07:24:30.259,113.084,22.312500,
2026-05-13T07:24:31.522,114.347,22.320300,
2026-05-13T07:24:32.787,115.613,22.328100,
2026-05-13T07:24:34.049,116.875,22.335900,
2026-05-13T07:24:35.326,118.149,22.335900,
2026-05-13T07:24:36.597,119.421,22.343800,
2026-05-13T07:24:37.860,120.685,22.351600,
2026-05-13T07:24:39.128,121.953,22.359400,
2026-05-13T07:24:40.389,123.213,22.359400,
2026-05-13T07:24:41.659,124.483,22.367200,
2026-05-13T07:24:42.932,125.757,22.375000,
2026-05-13T07:24:44.199,127.025,22.375000,
2026-05-13T07:24:45.460,128.284,22.375000,
2026-05-13T07:24:46.728,129.552,22.390600,
2026-05-13T07:24:47.987,130.812,22.398400,
2026-05-13T07:24:49.246,132.071,22.406200,
2026-05-13T07:24:50.510,133.335,22.406200,
2026-05-13T07:24:51.785,134.609,22.421900,
2026-05-13T07:24:53.047,135.871,22.429700,
2026-05-13T07:24:54.309,137.133,22.429700,
2026-05-13T07:24:55.567,138.393,22.437500,
